Winners,Joint Probability
001101001000000,3.491066475567964e-05
001101001000001,6.0307422683419404e-05
001101001000010,3.395518828122695e-05
001101001000011,5.447586567164703e-05
001101001000100,2.8177940768787753e-05
001101001000101,4.867678676944049e-05
001101001000110,2.3286219943625863e-05
001101001000111,2.5573730005992014e-05
001101001001000,4.018747214669297e-05
001101001001001,6.942299398450899e-05
001101001001010,3.9087573749666863e-05
001101001001011,6.270998703884986e-05
001101001001100,3.7509125806683535e-05
001101001001101,6.479620827447005e-05
001101001001110,3.465019092467984e-05
001101001001111,4.8861631838106695e-05
001101001010000,2.3275476133495522e-05
001101001010001,4.020788452938836e-05
001101001010010,1.907467138439387e-05
001101001010011,2.0585792929105924e-05
001101001010100,2.3526159902066107e-05
001101001010101,4.0640935349155385e-05
001101001010110,1.944199323874125e-05
001101001010111,2.1351867631139104e-05
001101001011000,2.614130023412661e-05
001101001011001,4.51585340395777e-05
001101001011010,2.1423265786995448e-05
001101001011011,2.3120446191125912e-05
001101001011100,3.055447146208741e-05
001101001011101,5.278219243971278e-05
001101001011110,2.822561835273067e-05
001101001011111,3.9802082919310106e-05
001101001100000,2.800534021486829e-05
001101001100001,3.79447638130832e-05
001101001100010,2.9984984118352042e-05
001101001100011,4.810628506810305e-05
001101001100100,2.3125826880996908e-05
001101001100101,3.133345398588671e-05
001101001100110,2.1037879307826047e-05
001101001100111,2.3104524762691713e-05
001101001101000,3.22383958518171e-05
001101001101001,4.368018052715644e-05
001101001101010,3.451726635710247e-05
001101001101011,5.5377633304468615e-05
001101001101100,3.0326145757274252e-05
001101001101101,4.108925045338245e-05
001101001101110,3.0839040208796485e-05
001101001101111,4.3487374490901335e-05
001101001110000,1.9122014002985316e-05
001101001110001,2.5908640973714372e-05
001101001110010,1.7250713742107344e-05
001101001110011,1.8617338868802127e-05
001101001110100,1.9308078810091064e-05
001101001110101,2.6160742362427593e-05
001101001110110,1.7564821952657413e-05
001101001110111,1.9290293371275186e-05
001101001111000,2.147643752876221e-05
001101001111001,2.909867701384576e-05
001101001111010,1.937473092275157e-05
001101001111011,2.0909623594314047e-05
001101001111100,2.4703304467059427e-05
001101001111101,3.3470796862792606e-05
001101001111110,2.5121101964203623e-05
001101001111111,3.5424279139200664e-05
001101010000000,1.7162869978237788e-05
001101010000001,1.9983205787246532e-05
001101010000010,1.965337002892696e-05
001101010000011,3.153080279878549e-05
001101010000100,1.4376667236930044e-05
001101010000101,1.673915261810053e-05
001101010000110,1.3987724120600404e-05
001101010000111,1.536180113923793e-05
001101010001000,1.975706747593602e-05
001101010001001,2.300370192309074e-05
001101010001010,2.2624010919117673e-05
001101010001011,3.629673820613537e-05
001101010001100,1.867544974494317e-05
001101010001101,2.1744344383881317e-05
001101010001110,2.031135295183434e-05
001101010001111,2.8641858055664985e-05
001101010010000,1.1895437565347335e-05
001101010010001,1.3850188057072587e-05
001101010010010,1.147725436942066e-05
001101010010011,1.2386498151516004e-05
001101010010100,1.2003282108161027e-05
001101010010101,1.3975754450968835e-05
001101010010110,1.1678548018375632e-05
001101010010111,1.2825784288175325e-05
001101010011000,1.336007921077713e-05
001101010011001,1.555551096881792e-05
001101010011010,1.2890406650057572e-05
001101010011011,1.3911602287794138e-05
001101010011100,1.5212791127535115e-05
001101010011101,1.7712674866464608e-05
001101010011110,1.6545377712125345e-05
001101010011111,2.3331304469565615e-05
001101010100000,1.4785105254625956e-05
001101010100001,1.4985898897739937e-05
001101010100010,1.809399411733686e-05
001101010100011,2.902902451418824e-05
001101010100100,1.2546513208071707e-05
001101010100101,1.2716904967348375e-05
001101010100110,1.3045922407984207e-05
001101010100111,1.4327482010760387e-05
001101010101000,1.7019899499608855e-05
001101010101001,1.7251043449354565e-05
001101010101010,2.082893263997789e-05
001101010101011,3.341681180447335e-05
001101010101100,1.6158318134825853e-05
001101010101101,1.6377761115380305e-05
001101010101110,1.8781351628702367e-05
001101010101111,2.6484341477323617e-05
001101010110000,1.0387428560101952e-05
001101010110001,1.0528498210080704e-05
001101010110010,1.071096352995709e-05
001101010110011,1.1559500704127523e-05
001101010110100,1.0475260714347012e-05
001101010110101,1.0617523195755076e-05
001101010110110,1.0892224494280807e-05
001101010110111,1.1962216669590423e-05
001101010111000,1.1666394581694275e-05
001101010111001,1.1824833620830008e-05
001101010111010,1.2029765227034199e-05
001101010111011,1.2982779674626312e-05
001101010111100,1.3162366749637628e-05
001101010111101,1.3341122296260145e-05
001101010111110,1.5299057496465665e-05
001101010111111,2.157381806314646e-05
001101011000000,1.9834110291315303e-05
001101011000001,2.309340501098368e-05
001101011000010,2.2712233399427744e-05
001101011000011,3.643827757699046e-05
001101011000100,1.661426113233817e-05
001101011000101,1.9344445284008044e-05
001101011000110,1.6164782654897532e-05
001101011000111,1.7752721919774295e-05
001101011001000,2.283207038493852e-05
001101011001001,2.6584013141721084e-05
001101011001010,2.6145226781457858e-05
001101011001011,4.194598628949146e-05
001101011001100,2.1582108962591538e-05
001101011001101,2.512864837111156e-05
001101011001110,2.3472625214974602e-05
001101011001111,3.309969558381434e-05
001101011010000,1.3746851251201932e-05
001101011010001,1.6005840388452408e-05
001101011010010,1.3263581749043994e-05
001101011010011,1.4314340828302798e-05
001101011010100,1.3871480789221825e-05
001101011010101,1.6150950018052754e-05
001101011010110,1.3496204873228741e-05
001101011010111,1.4821997746696663e-05
001101011011000,1.543945068064134e-05
001101011011001,1.7976580873974438e-05
001101011011010,1.4896677975264668e-05
001101011011011,1.6076813170226782e-05
001101011011100,1.7580519892352816e-05
001101011011101,2.0469487172083043e-05
001101011011110,1.9120511124879973e-05
001101011011111,2.6962603962879627e-05
001101011100000,2.3095194105739784e-05
001101011100001,3.129194927952882e-05
001101011100010,2.472774917775167e-05
001101011100011,3.9671861967384297e-05
001101011100100,1.907120058440862e-05
001101011100101,2.5839793277109553e-05
001101011100110,1.734933060836069e-05
001101011100111,1.9053633343541442e-05
001101011101000,2.658607266124561e-05
001101011101001,3.6021781564105074e-05
001101011101010,2.846539125754207e-05
001101011101011,4.5668332556237706e-05
001101011101100,2.500909531430593e-05
001101011101101,3.38851164670519e-05
001101011101110,2.543206453456108e-05
001101011101111,3.586278000233488e-05
001101011110000,1.576937190204733e-05
001101011110001,2.1366106882221662e-05
001101011110010,1.4226164698581417e-05
001101011110011,1.5353180915082886e-05
001101011110100,1.592281416710765e-05
001101011110101,2.1574007606225986e-05
001101011110110,1.4485200655195473e-05
001101011110111,1.590814703010603e-05
001101011111000,1.771099688920135e-05
001101011111001,2.3996837342408165e-05
001101011111010,1.5977780236708714e-05
001101011111011,1.7243561830834572e-05
001101011111100,2.0372100725883273e-05
001101011111101,2.7602398131538538e-05
001101011111110,2.071664623825361e-05
001101011111111,2.921337846634676e-05
001101100000000,4.309059042501848e-05
001101100000001,5.862163745521231e-05
001101100000010,4.17336195658317e-05
001101100000011,5.2728680121678256e-05
001101100000100,3.4780320374470214e-05
001101100000101,4.731611499072311e-05
001101100000110,2.7986905185346084e-05
001101100000111,2.4205430295775265e-05
001101100001000,4.960380773638101e-05
001101100001001,6.748239940179319e-05
001101100001010,4.8041728383578905e-05
001101100001011,6.069871136948435e-05
001101100001100,4.62978974662273e-05
001101100001101,6.298494714122044e-05
001101100001110,4.2268110576861655e-05
001101100001111,4.693945256574834e-05
001101100010000,2.8729158153672147e-05
001101100010001,3.9083945637936864e-05
001101100010010,2.290132986864572e-05
001101100010011,1.9464089271604772e-05
001101100010100,2.9038579692141073e-05
001101100010101,3.950489130310528e-05
001101100010110,2.3366661600898144e-05
001101100010111,2.0209454917568238e-05
001101100011000,3.226647414048248e-05
001101100011001,4.3896208670260644e-05
001101100011010,2.5721086710466813e-05
001101100011011,2.186063127192616e-05
001101100011100,3.771369650620945e-05
001101100011101,5.130676145015872e-05
001101100011110,3.443108178615439e-05
001101100011111,3.823629938105915e-05
001101100100000,2.4782609395409407e-05
001101100100001,1.9781911742004153e-05
001101100100010,3.11642301067016e-05
001101100100011,3.937469928632814e-05
001101100100100,2.103030927106189e-05
001101100100101,1.6786760234548153e-05
001101100100110,2.197215835123938e-05
001101100100111,1.9003371180073705e-05
001101100101000,2.8528543692034826e-05
001101100101001,2.2771981934568974e-05
001101100101010,3.587475741728594e-05
001101100101011,4.532625322169745e-05
001101100101100,2.70843717326164e-05
001101100101101,2.1619218648601822e-05
001101100101110,3.2105252837081334e-05
001101100101111,3.565342694741831e-05
001101100110000,1.7411278458581334e-05
001101100110001,1.3897986619880073e-05
001101100110010,1.802080660471264e-05
001101100110011,1.5316079481509777e-05
001101100110100,1.7558501622267077e-05
001101100110101,1.4015502720946874e-05
001101100110110,1.8344864694206448e-05
001101100110111,1.5866182441406363e-05
001101100111000,1.955506538449492e-05
001101100111001,1.5609194793541576e-05
001101100111010,2.023964249809642e-05
001101100111011,1.7201892233676245e-05
001101100111100,2.2062595311814452e-05
001101100111101,1.7610748985081125e-05
001101100111110,2.6152543161080854e-05
001101100111111,2.904284204875824e-05
001101101000000,5.122310272786086e-05
001101101000001,6.96853333367262e-05
001101101000010,4.961002996572758e-05
001101101000011,6.268019472318662e-05
001101101000100,4.134443055612031e-05
001101101000101,5.6246113013246015e-05
001101101000110,3.326889014989098e-05
001101101000111,2.877373529541374e-05
001101101001000,5.89655633471774e-05
001101101001001,8.021839206161459e-05
001101101001010,5.7108671845612e-05
001101101001011,7.215441462418854e-05
001101101001100,5.503572670054712e-05
001101101001101,7.487213300865874e-05
001101101001110,5.02453957774991e-05
001101101001111,5.579836286877352e-05
001101101010000,3.4151228954525944e-05
001101101010001,4.646028152957968e-05
001101101010010,2.7223511232864815e-05
001101101010011,2.313755821003555e-05
001101101010100,3.451904780070272e-05
001101101010101,4.6960672516036205e-05
001101101010110,2.777666529477482e-05
001101101010111,2.402359714977673e-05
001101101011000,3.83561446538961e-05
001101101011001,5.2180765775139926e-05
001101101011010,3.057544243064042e-05
001101101011011,2.5986400982048758e-05
001101101011100,4.4831424478772497e-05
001101101011101,6.098991651015893e-05
001101101011110,4.0929279965019376e-05
001101101011111,4.5452658499477844e-05
001101101100000,4.051420200972526e-05
001101101100001,4.322959237615248e-05
001101101100010,4.380938630977188e-05
001101101100011,5.53513244498508e-05
001101101100100,3.345520585396144e-05
001101101100101,3.569747990050146e-05
001101101100110,3.0056698655820895e-05
001101101100111,2.5995561832093226e-05
001101101101000,4.663799375365487e-05
001101101101001,4.976382007297292e-05
001101101101010,5.0431250862997054e-05
001101101101011,6.371777292636774e-05
001101101101100,4.387161826851457e-05
001101101101101,4.6812033325370456e-05
001101101101110,4.4718939184416775e-05
001101101101111,4.966113923688352e-05
001101101110000,2.7663050411308336e-05
001101101110001,2.9517115822119736e-05
001101101110010,2.4620345476432325e-05
001101101110011,2.0925099328276168e-05
001101101110100,2.793222290213138e-05
001101101110101,2.9804329107336623e-05
001101101110110,2.5094761342117724e-05
001101101110111,2.170406096826296e-05
001101101111000,3.106910045776099e-05
001101101111001,3.315145014976066e-05
001101101111010,2.7651758411984883e-05
001101101111011,2.3501530144089826e-05
001101101111100,3.573727938340994e-05
001101101111101,3.8132505238697315e-05
001101101111110,3.6427496555561435e-05
001101101111111,4.0453351789865915e-05
001101110000000,2.4606107613992327e-05
001101110000001,2.256217781931845e-05
001101110000010,2.8714441751502714e-05
001101110000011,3.6279494319902166e-05
001101110000100,2.061157729511509e-05
001101110000101,1.889945697077932e-05
001101110000110,1.9984181990113735e-05
001101110000111,1.728400196364204e-05
001101110001000,2.832536336091878e-05
001101110001001,2.597249004074263e-05
001101110001010,3.305467931281986e-05
001101110001011,4.1763202668318556e-05
001101110001100,2.6774666867863778e-05
001101110001101,2.455060363071145e-05
001101110001110,2.9452996956345652e-05
001101110001111,3.270805187843733e-05
001101110010000,1.7054281551955025e-05
001101110010001,1.5637651390954833e-05
001101110010010,1.6380421814448932e-05
001101110010011,1.3921898611638592e-05
001101110010100,1.7208896393728005e-05
001101110010101,1.577942300344685e-05
001101110010110,1.668507521075437e-05
001101110010111,1.443065684894478e-05
001101110011000,1.9154112756705587e-05
001101110011001,1.7563058114169968e-05
001101110011010,1.839728313857863e-05
001101110011011,1.5636050981237594e-05
001101110011100,2.181031354709075e-05
001101110011101,1.9998619052804777e-05
001101110011110,2.3992048218176786e-05
001101110011111,2.6643575828741784e-05
001101110100000,2.1022696508472713e-05
001101110100001,1.67806835944636e-05
001101110100010,2.643612466307739e-05
001101110100011,3.340093611620187e-05
001101110100100,1.7839679520056868e-05
001101110100101,1.4239943830804751e-05
001101110100110,1.8638635233454153e-05
001101110100111,1.6120259920270865e-05
001101110101000,2.4200313465677493e-05
001101110101001,1.9317112958877683e-05
001101110101010,3.0431990653832588e-05
001101110101011,3.84495454107603e-05
001101110101100,2.2975245179909174e-05
001101110101101,1.8339242052697556e-05
001101110101110,2.7234379396980108e-05
001101110101111,3.024423950858932e-05
001101110110000,1.4769712786058186e-05
001101110110001,1.1789442755074608e-05
001101110110010,1.5286765894753996e-05
001101110110011,1.2992388553687531e-05
001101110110100,1.4894599872797155e-05
001101110110101,1.1889129809337906e-05
001101110110110,1.556165925880006e-05
001101110110111,1.3459032214562907e-05
001101110111000,1.6588253408768444e-05
001101110111001,1.3241033647854738e-05
001101110111010,1.7168969372381074e-05
001101110111011,1.4592093755349904e-05
001101110111100,1.8715351480116648e-05
001101110111101,1.4938920486267796e-05
001101110111110,2.2184789705880512e-05
001101110111111,2.4636584646637363e-05
001101111000000,2.8435818302808528e-05
001101111000001,2.6073769937548487e-05
001101111000010,3.3183576253563764e-05
001101111000011,4.192605855352226e-05
001101111000100,2.3819576671480337e-05
001101111000101,2.184098081962474e-05
001101111000110,2.3094533150703866e-05
001101111000111,1.9974095338184523e-05
001101111001000,3.273394144769537e-05
001101111001001,3.001486538448216e-05
001101111001010,3.819933122874143e-05
001101111001011,4.826325485727614e-05
001101111001100,3.094189353784069e-05
001101111001101,2.8371675643253557e-05
001101111001110,3.403708067372506e-05
001101111001111,3.779875447367329e-05
001101111010000,1.9708621091316488e-05
001101111010001,1.8071505685157218e-05
001101111010010,1.8929881383358568e-05
001101111010011,1.6088712020651277e-05
001101111010100,1.98873002882275e-05
001101111010101,1.823534272417865e-05
001101111010110,1.928195123359968e-05
001101111010111,1.667665372289228e-05
001101111011000,2.2135271398693833e-05
001101111011001,2.029658397056703e-05
001101111011010,2.1260648323608032e-05
001101111011011,1.806965618662444e-05
001101111011100,2.5204885018046527e-05
001101111011101,2.3111217207278306e-05
001101111011110,2.7726186300849234e-05
001101111011111,3.079039940361689e-05
001101111100000,3.3410890647098614e-05
001101111100001,3.565019454786673e-05
001101111100010,3.6128333836142944e-05
001101111100011,4.564663640473817e-05
001101111100100,2.758954067747807e-05
001101111100101,2.9438679232688725e-05
001101111100110,2.4786890082676905e-05
001101111100111,2.1437788000204698e-05
001101111101000,3.8461004586228495e-05
001101111101001,4.1038783146731515e-05
001101111101010,4.1589194015854656e-05
001101111101011,5.254620448919388e-05
001101111101100,3.617965473264753e-05
001101111101101,3.860452998745599e-05
001101111101110,3.6878415785806435e-05
001101111101111,4.0954105230940126e-05
001101111110000,2.2812917604437517e-05
001101111110001,2.434191172551925e-05
001101111110010,2.0303686845650097e-05
001101111110011,1.72563242210445e-05
001101111110100,2.3034896372621995e-05
001101111110101,2.4578768215065113e-05
001101111110110,2.069492388904191e-05
001101111110111,1.789871135644053e-05
001101111111000,2.5621788568087698e-05
001101111111001,2.7339042133435467e-05
001101111111010,2.2803605419182274e-05
001101111111011,1.9381032199404828e-05
001101111111100,2.947150071516412e-05
001101111111101,3.14467742033819e-05
001101111111110,3.0040702854600743e-05
001101111111111,3.336070923068853e-05
001110000000000,2.2260900762274117e-05
001110000000001,3.845522739195926e-05
001110000000010,2.1651638030460384e-05
001110000000011,3.473671578992829e-05
001110000000100,1.7967757060173766e-05
001110000000101,3.1038913961803114e-05
001110000000110,1.484853510872231e-05
001110000000111,1.630717346028082e-05
001110000001000,2.562567443516362e-05
001110000001001,4.426780155934104e-05
001110000001010,2.4924320587102076e-05
001110000001011,3.998723049374819e-05
001110000001100,2.391781803944001e-05
001110000001101,4.1317516359666394e-05
001110000001110,2.2094808763063114e-05
001110000001111,3.1156781030756716e-05
001110000010000,1.4841684282684082e-05
001110000010001,2.5638690458452895e-05
001110000010010,1.2163027250631204e-05
001110000010011,1.3126598897919777e-05
001110000010100,1.5001533616230637e-05
001110000010101,2.591482674492354e-05
001110000010110,1.2397251245065776e-05
001110000010111,1.3615088963571562e-05
001110000011000,1.666908649208782e-05
001110000011001,2.8795488480673206e-05
001110000011010,1.3660616233626447e-05
001110000011011,1.4742828927553394e-05
001110000011100,1.9483159711262932e-05
001110000011101,3.3656739455943564e-05
001110000011110,1.799815882915084e-05
001110000011111,2.537992972059975e-05
001110000100000,1.3211468188931776e-05
001110000100001,1.3390890572665576e-05
001110000100010,1.6168178959505298e-05
001110000100011,2.593935094272828e-05
001110000100100,1.1211138323049105e-05
001110000100101,1.1363394615349457e-05
001110000100110,1.1657393432111619e-05
001110000100111,1.280255159180751e-05
001110000101000,1.5208404468243124e-05
001110000101001,1.5414946855770197e-05
001110000101010,1.861202718840113e-05
001110000101011,2.986012872598171e-05
001110000101100,1.4438524606248524e-05
001110000101101,1.4634611404884768e-05
001110000101110,1.678237829995216e-05
001110000101111,2.366550855787731e-05
001110000110000,9.281853569737078e-06
001110000110001,9.407908620480452e-06
001110000110010,9.570953436706965e-06
001110000110011,1.0329177452743052e-05
001110000110100,9.360337401389946e-06
001110000110101,9.487458325809004e-06
001110000110110,9.732922081692341e-06
001110000110111,1.0689030769663026e-05
001110000111000,1.042469419332377e-05
001110000111001,1.0566269940630118e-05
001110000111010,1.0749389867722031e-05
001110000111011,1.1600971228904173e-05
001110000111100,1.1761444143218593e-05
001110000111101,1.1921174031990238e-05
001110000111110,1.3670718466610458e-05
001110000111111,1.9277631518103926e-05
001110001000000,2.646221356713271e-05
001110001000001,4.571290492176478e-05
001110001000010,2.5737964324035024e-05
001110001000011,4.1292596452865604e-05
001110001000100,2.135882234623925e-05
001110001000101,3.689690632559935e-05
001110001000110,1.765090781375631e-05
001110001000111,1.938483583348701e-05
001110001001000,3.0462022940882942e-05
001110001001001,5.26224896072473e-05
001110001001010,2.9628302171371768e-05
001110001001011,4.753404386389386e-05
001110001001100,2.84318418099279e-05
001110001001101,4.9115395358390604e-05
001110001001110,2.6264774927885822e-05
001110001001111,3.7037018515330156e-05
001110001010000,1.764276402731788e-05
001110001010001,3.0477495485851072e-05
001110001010010,1.4458562488833334e-05
001110001010011,1.5603989575997585e-05
001110001010100,1.7832781818962747e-05
001110001010101,3.080574713497593e-05
001110001010110,1.4736991714562536e-05
001110001010111,1.6184672657097655e-05
001110001011000,1.9815052923203145e-05
001110001011001,3.423007784288963e-05
001110001011010,1.6238792315425345e-05
001110001011011,1.752525164326574e-05
001110001011100,2.316022782491064e-05
001110001011101,4.000879555448573e-05
001110001011110,2.1394961858834956e-05
001110001011111,3.016989868278446e-05
001110001100000,2.1227991474023354e-05
001110001100001,2.8762054541309142e-05
001110001100010,2.2728557565430613e-05
001110001100011,3.646446718510008e-05
001110001100100,1.7529330195350074e-05
001110001100101,2.3750695008910264e-05
001110001100110,1.594667014046714e-05
001110001100111,1.7513183232581838e-05
001110001101000,2.4436639120535745e-05
001110001101001,3.3109488858199856e-05
001110001101010,2.6164018373401168e-05
001110001101011,4.19761345021882e-05
001110001101100,2.29871574005599e-05
001110001101101,3.1145569080975907e-05
001110001101110,2.3375930361732765e-05
001110001101111,3.296334227107178e-05
001110001110000,1.449444809836732e-05
001110001110001,1.9638697672437025e-05
001110001110010,1.3076006269827578e-05
001110001110011,1.4111905363181956e-05
001110001110100,1.4635484847378483e-05
001110001110101,1.982979001729461e-05
001110001110110,1.3314099660742273e-05
001110001110111,1.462200352057979e-05
001110001111000,1.6279096388585096e-05
001110001111001,2.2056738565430145e-05
001110001111010,1.4686007014523292e-05
001110001111011,1.584945256795995e-05
001110001111100,1.872505502820248e-05
001110001111101,2.537079660453147e-05
001110001111110,1.904174468950274e-05
001110001111111,2.6851532235310563e-05
001110010000000,1.3009420873750903e-05
001110010000001,1.5147229736209744e-05
001110010000010,1.4897214895764469e-05
001110010000011,2.39002850115841e-05
001110010000100,1.0897484807857999e-05
001110010000101,1.2688243968225792e-05
001110010000110,1.0602666709096169e-05
001110010000111,1.1644214321533413e-05
001110010001000,1.4975817351728125e-05
001110010001001,1.743675972324343e-05
001110010001010,1.7148954707012118e-05
001110010001011,2.7512854450724733e-05
001110010001100,1.4155953290248922e-05
001110010001101,1.64821692451427e-05
001110010001110,1.5395964626007534e-05
001110010001111,2.1710470715261868e-05
001110010010000,9.016717714534573e-06
001110010010001,1.0498414649969634e-05
001110010010010,8.699735694334072e-06
001110010010011,9.38894064974759e-06
001110010010100,9.098463660764983e-06
001110010010101,1.0593593723624959e-05
001110010010110,8.852315874792747e-06
001110010010111,9.721918656517524e-06
001110010011000,1.01269131316635e-05
001110010011001,1.1791045982181314e-05
001110010011010,9.770902276660775e-06
001110010011011,1.054496651315495e-05
001110010011100,1.1531265032801258e-05
001110010011101,1.3426171871600199e-05
001110010011110,1.254136297980141e-05
001110010011111,1.7685081793608596e-05
001110010100000,1.1207080002588489e-05
001110010100001,1.1359281179626816e-05
001110010100010,1.3715211095701447e-05
001110010100011,2.200394211098503e-05
001110010100100,9.510231740311682e-06
001110010100101,9.63938835063733e-06
001110010100110,9.888782907926598e-06
001110010100111,1.0860202505491142e-05
001110010101000,1.2901049538923815e-05
001110010101001,1.307625618725687e-05
001110010101010,1.578828898710227e-05
001110010101011,2.5329876039063127e-05
001110010101100,1.2247972599830576e-05
001110010101101,1.2414309937084957e-05
001110010101110,1.4236226704828965e-05
001110010101111,2.007507749458679e-05
001110010110000,7.873649926016726e-06
001110010110001,7.98058043655566e-06
001110010110010,8.118888781497117e-06
001110010110011,8.762078250379866e-06
001110010110100,7.940226522021418e-06
001110010110101,8.048061196381148e-06
001110010110110,8.256284227355485e-06
001110010110111,9.067336141043192e-06
001110010111000,8.843103594267943e-06
001110010111001,8.96320006680214e-06
001110010111010,9.118537811528086e-06
001110010111011,9.840920843224515e-06
001110010111100,9.97704748435566e-06
001110010111101,1.0112543828642974e-05
001110010111110,1.159665476669138e-05
001110010111111,1.635291063750278e-05
001110011000000,1.5034215650604631e-05
001110011000001,1.750475448318475e-05
001110011000010,1.7215827169387886e-05
001110011000011,2.762014100874181e-05
001110011000100,1.259357647357654e-05
001110011000101,1.4663050561357566e-05
001110011000110,1.2252872693023957e-05
001110011000111,1.3456527457345463e-05
001110011001000,1.7306663363027296e-05
001110011001001,2.0150628415439662e-05
001110011001010,1.9818029238171308e-05
001110011001011,3.179497311909421e-05
001110011001100,1.6359195122582476e-05
001110011001101,1.9047464850738857e-05
001110011001110,1.7792202633977887e-05
001110011001111,2.508950258254464e-05
001110011010000,1.042008555926248e-05
001110011010001,1.2132394775202852e-05
001110011010010,1.0053768250036661e-05
001110011010011,1.085024151565749e-05
001110011010100,1.0514554498050562e-05
001110011010101,1.2242387582157557e-05
001110011010110,1.0230096109615126e-05
001110011010111,1.1235044437268584e-05
001110011011000,1.1703072517514135e-05
001110011011001,1.3626212093728544e-05
001110011011010,1.1291651900100908e-05
001110011011011,1.2186192000833211e-05
001110011011100,1.3325998667412322e-05
001110011011101,1.5515830046439334e-05
001110011011110,1.4493308919790591e-05
001110011011111,2.0437599495313574e-05
001110011100000,1.7506110613406247e-05
001110011100001,2.371923452509049e-05
001110011100010,1.8743584069670236e-05
001110011100011,3.007119146351802e-05
001110011100100,1.4455931629435463e-05
001110011100101,1.9586511257084806e-05
001110011100110,1.3150757655811797e-05
001110011100111,1.4442615696242382e-05
001110011101000,2.015218952709093e-05
001110011101001,2.7304437869888255e-05
001110011101010,2.157670923772721e-05
001110011101011,3.4616504091672804e-05
001110011101100,1.895684387448605e-05
001110011101101,2.5684850030030213e-05
001110011101110,1.9277453691487436e-05
001110011101111,2.7183915006330175e-05
001110011110000,1.1953152138806768e-05
001110011110001,1.6195465980737283e-05
001110011110010,1.078340418693459e-05
001110011110011,1.1637680208986898e-05
001110011110100,1.2069461066656396e-05
001110011110101,1.635305431077528e-05
001110011110110,1.0979752920293282e-05
001110011110111,1.2058343406351971e-05
001110011111000,1.3424899968214458e-05
001110011111001,1.818955437069528e-05
001110011111010,1.2111125236700382e-05
001110011111011,1.3070585135488323e-05
001110011111100,1.5442011316377396e-05
001110011111101,2.0922562186472404e-05
001110011111110,1.5703176120764506e-05
001110011111111,2.214368203539223e-05
001110100000000,2.9583022940402502e-05
001110100000001,4.284205523361514e-05
001110100000010,2.8683803861907902e-05
001110100000011,3.857889976721123e-05
001110100000100,2.38777655484413e-05
001110100000101,3.4579716634858425e-05
001110100000110,1.9349369527796804e-05
001110100000111,1.7814637751208745e-05
001110100001000,3.405454805150873e-05
001110100001001,4.931770602070485e-05
001110100001010,3.301941045319367e-05
001110100001011,4.4410167228128396e-05
001110100001100,3.178493841292539e-05
001110100001101,4.603086337143197e-05
001110100001110,2.9109199090376897e-05
001110100001111,3.441182359260873e-05
001110100010000,1.972345554645925e-05
001110100010001,2.856345592610568e-05
001110100010010,1.5837649842799527e-05
001110100010011,1.432901602475676e-05
001110100010100,1.993588300174578e-05
001110100010101,2.887109280252822e-05
001110100010110,1.615506133859678e-05
001110100010111,1.4873692147034451e-05
001110100011000,2.215193236594849e-05
001110100011001,3.2080369604728426e-05
001110100011010,1.7787681642644592e-05
001110100011011,1.6093295269853774e-05
001110100011100,2.5891618980063975e-05
001110100011101,3.749617382463912e-05
001110100011110,2.3711994714967788e-05
001110100011111,2.8031447262665895e-05
001110100100000,1.7155372184155407e-05
001110100100001,1.457718342327285e-05
001110100100010,2.1419389767473176e-05
001110100100011,2.8808469577201104e-05
001110100100100,1.455790134673188e-05
001110100100101,1.237007252953802e-05
001110100100110,1.5190940493270546e-05
001110100100111,1.3986042366859332e-05
001110100101000,1.9748436377303092e-05
001110100101001,1.6780549923636293e-05
001110100101010,2.4656967597256823e-05
001110100101011,3.316291960708849e-05
001110100101100,1.874873101672337e-05
001110100101101,1.5931084913261342e-05
001110100101110,2.2110243015998038e-05
001110100101111,2.6137915368058394e-05
001110100110000,1.2052684097674534e-05
001110100110001,1.0241350927777339e-05
001110100110010,1.2462473861878198e-05
001110100110011,1.1275346370670824e-05
001110100110100,1.2154597020840149e-05
001110100110101,1.0327947904994724e-05
001110100110110,1.2683130326660453e-05
001110100110111,1.1677143898473722e-05
001110100111000,1.353668693251671e-05
001110100111001,1.1502330945694468e-05
001110100111010,1.39969326090167e-05
001110100111011,1.2663638459163493e-05
001110100111100,1.527248514810103e-05
001110100111101,1.2977265368727973e-05
001110100111110,1.8010731381315058e-05
001110100111111,2.1291623625349674e-05
001110101000000,3.516624414125213e-05
001110101000001,5.0927661344598885e-05
001110101000010,3.409731492078273e-05
001110101000011,4.5859918056642876e-05
001110101000100,2.8384230188905807e-05
001110101000101,4.1105966755546304e-05
001110101000110,2.300118734196367e-05
001110101000111,2.1176804740646627e-05
001110101001000,4.048168279867698e-05
001110101001001,5.862546548757164e-05
001110101001010,3.925118307674282e-05
001110101001011,5.2791724031869646e-05
001110101001100,3.778372840718182e-05
001110101001101,5.471829510504962e-05
001110101001110,3.460299523922084e-05
001110101001111,4.090638716135593e-05
001110101010000,2.344587483345549e-05
001110101010001,3.395425364875374e-05
001110101010010,1.8826698749400147e-05
001110101010011,1.7033339589590112e-05
001110101010100,2.3698393846470508e-05
001110101010101,3.43199510125736e-05
001110101010110,1.9204015502219264e-05
001110101010111,1.7680812754604907e-05
001110101011000,2.633267950171324e-05
001110101011001,3.8134916500393804e-05
001110101011010,2.1144761189966398e-05
